rank,symbol,gene_id,src_start,src_end,src_strand,cat_gene,cat_seqid,cat_pos,cat_symbol,locus_id,species,assembly,anchor_label,anchor_kind
-6,LOC106605507,LOC106605507,66613568,66811772,-,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
-5,LOC106605506,LOC106605506,66820023,66834603,-,LOC113525569,NC_069731.1,78804.0,LOC113525569,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
-4,LOC106605505,LOC106605505,66996748,67135010,-,tsnare1,NC_069710.1,4439822.0,tsnare1,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
-3,LOC106605503,LOC106605503,67190140,67287162,+,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
-2,si:ch211-198c19.1,si:ch211-198c19.1,67480596,67481795,+,si:ch211-198c19.1,NC_069710.1,4739634.0,si:ch211-198c19.1,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
-1,LOC106605496,LOC106605496,67487848,67531436,+,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
0,LOC106605485,LOC106605485,67532537,67543904,-,mrap2a,NC_069710.1,4809318.0,mrap2a,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
1,LOC106605501,LOC106605501,67547984,67570571,-,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
2,LOC106605499,LOC106605499,67634324,67663857,-,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
3,ascc3,ascc3,67666916,67840126,-,ascc3,NC_069710.1,16600464.0,ascc3,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
4,LOC106605492,LOC106605492,67872781,68232962,+,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
5,LOC106605653,LOC106605653,68513253,68527323,+,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
6,LOC106605650,LOC106605650,68527826,68537353,-,bves,NC_069710.1,16128326.0,bves,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
7,popdc3,popdc3,68537768,68539968,-,popdc3,NC_069710.1,16122556.0,popdc3,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
8,stx12,stx12,68552736,68559591,-,,,,,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
9,LOC106605649,LOC106605649,68562305,68565695,-,LOC113534038,NC_069710.1,16101804.0,LOC113534038,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
10,LOC106605647,LOC106605647,68565680,68576615,+,slc25a32b,NC_069731.1,2845736.0,slc25a32b,W006,Salmo salar,GCF_965601325.1,MRAP2,gene
-10,kiss2,kiss2,12910167,12910974,+,kiss2,NC_069727.1,2890109.0,kiss2,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-9,ldhba,ldhba,12911264,12915903,-,ldhba,NC_069727.1,2903625.0,ldhba,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-8,slc25a3a,slc25a3a,12919513,12924292,-,slc25a3a,NC_069727.1,2927098.0,slc25a3a,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-7,LOC109070098,LOC109070098,12924905,12937624,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-6,LOC109070093,LOC109070093,12937992,12944063,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-5,etnk1,etnk1,12946257,12959498,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-4,sox5,sox5,12993039,13198218,-,sox5,NC_069727.1,3176472.0,sox5,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-3,dnai7,dnai7,13219237,13226236,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-2,LOC109077438,LOC109077438,13226349,13255607,-,lrmp,NC_069727.1,3357033.0,lrmp,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-1,bcat1,bcat1,13256067,13266201,+,bcat1,NC_069727.1,3322682.0,bcat1,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
0,igf1,igf1,13274615,13287917,+,igf1,NC_069727.1,3412760.0,igf1,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
1,pmch,pmch,13293598,13295253,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
2,LOC109072411,LOC109072411,13295205,13313080,-,parpbp,NC_069727.1,3447896.0,parpbp,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
3,nup37,nup37,13312384,13323695,+,nup37,NC_069727.1,3469911.0,nup37,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
4,th2,th2,13328106,13332302,-,th2,NC_069727.1,3494833.0,th2,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
5,pah,pah,13332577,13344466,-,pah,NC_069727.1,3514787.0,pah,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
6,ascl1a,ascl1a,13347373,13349100,+,ascl1a,NC_069727.1,3532361.0,ascl1a,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
7,LOC109080206,LOC109080206,13352774,13400596,-,LOC113532275,NC_069727.1,3569837.0,LOC113532275,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
8,recql,recql,13415051,13422588,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
9,itfg2,itfg2,13423775,13432716,+,itfg2,NC_069718.1,26408280.0,itfg2,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
10,nrip2,nrip2,13441186,13465942,-,nrip2,NC_069718.1,26439892.0,nrip2,W007,Cyprinus carpio,GCF_018340385.1,igf1,gene
-10,kcnn1b,kcnn1b,7546798,7578305,-,kcnn1b,NC_069717.1,604527.0,kcnn1b,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-9,ccdc124,ccdc124,7585996,7592849,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-8,slc5a5,slc5a5,7594709,7601490,+,slc5a5,NC_069717.1,672833.0,slc5a5,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-7,jak3,jak3,7601675,7629398,+,jak3,NC_069717.1,701228.0,jak3,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-6,LOC109099585,LOC109099585,7635644,7642894,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-5,LOC122138225,LOC122138225,7660644,7663174,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-4,LOC109083431,LOC109083431,7671510,7676291,-,LOC113525136,NC_069717.1,758350.0,LOC113525136,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-3,LOC109070895,LOC109070895,7720403,7733028,+,lonrf1l,NC_069717.1,833215.0,lonrf1l,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-2,LOC109099244,LOC109099244,7757319,7797351,+,doc2d,NC_069717.1,896471.0,doc2d,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-1,LOC109068760,LOC109068760,7797453,7803832,-,serping1,NC_069717.1,919317.0,serping1,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
0,LOC109068761,LOC109068761,7806569,7810440,-,igf3,NC_069717.1,941690.0,igf3,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
1,LOC109068762,LOC109068762,7810636,7814088,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
2,LOC109068745,LOC109068745,7814546,7843686,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
3,LOC109064551,LOC109064551,7845499,7849708,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
4,LOC109064552,LOC109064552,7849602,7858855,-,dedd,NC_069717.1,1530501.0,dedd,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
5,LOC122138226,LOC122138226,7859709,7862602,-,si:ch211-229n2.7,NC_069717.1,1524605.0,si:ch211-229n2.7,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
6,bgna,bgna,7862828,7869936,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
7,si:dkey-6n6.1,si:dkey-6n6.1,7871252,7880096,-,si:dkey-6n6.1,NC_069717.1,1496854.0,si:dkey-6n6.1,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
8,LOC109045975,LOC109045975,7885571,7893348,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
9,rhoaa,rhoaa,7893162,7898601,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
10,ndufb11,ndufb11,7899417,7900957,-,ndufb11,NC_069717.1,1475925.0,ndufb11,W007,Cyprinus carpio,GCF_018340385.1,igf3,gene
-10,LOC109112344,LOC109112344,13622980,13634583,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-9,LOC109112341,LOC109112341,13693920,13735574,+,nfatc1,NC_069732.1,7636383.0,nfatc1,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-8,LOC109066293,LOC109066293,13737942,13744629,-,si:ch73-196l6.5,NC_069732.1,7662647.0,si:ch73-196l6.5,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-7,LOC109066292,LOC109066292,13745101,13756347,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-6,LOC109112337,LOC109112337,13760529,13774123,-,eppk1,NC_069732.1,7694283.0,eppk1,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-5,LOC109112338,LOC109112338,13779284,13873576,-,pleca,NC_069732.1,7791053.0,pleca,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-4,LOC122134199,LOC122134199,13894867,13898588,-,LOC113536220,NC_069732.1,7878577.0,LOC113536220,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-3,LOC109060883,LOC109060883,13907798,13910783,+,trhrb,NC_069732.1,7897050.0,trhrb,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-2,LOC109060881,LOC109060881,13918612,13941595,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-1,LOC109060882,LOC109060882,13944095,13946657,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
0,LOC109079331,LOC109079331,13985839,14039131,-,grb10a,NC_069738.1,11963541.0,grb10a,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
1,LOC109104071,LOC109104071,14041642,14054804,-,matcap2,NC_069738.1,5358761.0,matcap2,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
2,LOC109104070,LOC109104070,14055476,14061411,-,chtopa,NC_069738.1,5351548.0,chtopa,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
3,LOC109104068,LOC109104068,14062894,14066469,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
4,LOC109090805,LOC109090805,14066609,14085826,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
5,LOC109090804,LOC109090804,14094826,14122325,+,syt11a,NC_069738.1,5300222.0,syt11a,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
6,LOC109060263,LOC109060263,14124889,14136486,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
7,LOC109060277,LOC109060277,14136771,14140359,+,pex11b,NC_069738.1,5273523.0,pex11b,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
8,LOC109046190,LOC109046190,14168158,14170215,-,zgc:64022,NC_069738.1,5246039.0,zgc:64022,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
9,LOC109060275,LOC109060275,14172802,14176969,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
10,LOC109104905,LOC109104905,14242538,14244074,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,grb10,gene
-10,LOC109068740,LOC109068740,16680375,16685951,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-9,LOC109110130,LOC109110130,16696642,16705719,+,calb2a,NC_069715.1,14834053.0,calb2a,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-8,LOC122140433,LOC122140433,16709346,16725629,+,got2a,NC_069715.1,14818467.0,got2a,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-7,si:dkey-12e7.4,si:dkey-12e7.4,16725802,16729639,+,si:dkey-12e7.4,NC_069715.1,14812408.0,si:dkey-12e7.4,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-6,LOC109110128,LOC109110128,16731300,16734975,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-5,LOC109110126,LOC109110126,16745057,16759555,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-4,LOC109059335,LOC109059335,16763317,16770218,-,kmt5b,NC_069715.1,14761512.0,kmt5b,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-3,si:dkey-12e7.1,si:dkey-12e7.1,16772374,16774764,+,si:dkey-12e7.1,NC_069715.1,14751565.0,si:dkey-12e7.1,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-2,LOC109059313,LOC109059313,16777099,16786027,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-1,LOC109059337,LOC109059337,16786362,16790858,-,arpin,NC_069715.1,14735470.0,arpin,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
0,LOC109104460,LOC109104460,16803696,16899214,+,igf1ra,NC_069715.1,14661976.0,igf1ra,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
1,pgpep1l,pgpep1l,16903231,16904847,-,pgpep1l,NC_069715.1,14611548.0,pgpep1l,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
2,synm,synm,16905216,16914107,+,synm,NC_069715.1,14605030.0,synm,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
3,LOC109109982,LOC109109982,16931287,16974868,+,cttnbp2,NC_069715.1,14551084.0,cttnbp2,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
4,LOC109110485,LOC109110485,16974272,17001195,-,cftr,NC_069715.1,14518677.0,cftr,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
5,LOC122140436,LOC122140436,17003570,17019552,+,asz1,NC_069715.1,14490173.0,asz1,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
6,dennd11,dennd11,17021065,17029141,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
7,LOC109109969,LOC109109969,17030543,17044627,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
8,wee2,wee2,17052844,17058485,-,wee2,NC_069715.1,14428997.0,wee2,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
9,LOC109109106,LOC109109106,17058969,17066174,+,dennd11,NC_069715.1,14418399.0,dennd11,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
10,LOC109109972,LOC109109972,17066291,17069945,-,agk,NC_069715.1,14407919.0,agk,W007,Cyprinus carpio,GCF_018340385.1,igf1r,gene
-10,LOC109057732,LOC109057732,9442379,9552985,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-9,LOC109095370,LOC109095370,9563145,9571105,-,abhd17ab,NC_069717.1,2403747.0,abhd17ab,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-8,zgc:77486,zgc:77486,9573403,9582550,-,zgc:77486,NC_069717.1,2432283.0,zgc:77486,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-7,LOC109095368,LOC109095368,9583472,9587723,-,plin3,NC_069717.1,2446075.0,plin3,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-6,LOC109061708,LOC109061708,9589043,9616206,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-5,LOC109095467,LOC109095467,9624025,9641536,-,colgalt2b,NC_069717.1,2528120.0,colgalt2b,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-4,LOC109095479,LOC109095479,9644561,9666506,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-3,LOC109095466,LOC109095466,9667262,9678816,-,edem3,NC_069717.1,2609347.0,edem3,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-2,npl,npl,9679870,9684200,+,npl,NC_069717.1,2625989.0,npl,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-1,LOC109095475,LOC109095475,9686874,9695958,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
0,notch2,notch2,9707199,9766289,+,notch2,NC_069717.1,2717118.0,notch2,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
1,LOC109094997,LOC109094997,9766705,9775062,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
2,LOC109057715,LOC109057715,9776109,9780359,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
3,LOC109096041,LOC109096041,9780667,9784008,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
4,LOC109078173,LOC109078173,9784492,9785811,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
5,LOC109062851,LOC109062851,9794014,9795671,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
6,LOC109062849,LOC109062849,9798915,9801210,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
7,trabd2b,trabd2b,9885569,9941124,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
8,lpxn,lpxn,9958337,9962064,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
9,znf692,znf692,9962226,9969955,+,znf692,NC_069717.1,3073362.0,znf692,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
10,fcho1,fcho1,9970803,10009365,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,notch2,gene
-10,LOC109062052,LOC109062052,2375955,2397227,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-9,LOC122134286,LOC122134286,2425423,2427751,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-8,LOC122136006,LOC122136006,2439802,2440659,+,dctpp1,NC_069737.1,6485195.0,dctpp1,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-7,LOC109100105,LOC109100105,2527281,2602329,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-6,tmem154,tmem154,2663627,2673973,-,tmem154,NC_069737.1,6284615.0,tmem154,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-5,LOC109066137,LOC109066137,2675738,2685641,+,mnd1,NC_069737.1,6269447.0,mnd1,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-4,LOC109085868,LOC109085868,2687039,2735023,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-3,LOC109085875,LOC109085875,2738826,2744107,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-2,LOC109110523,LOC109110523,2760703,2781388,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-1,LOC109110029,LOC109110029,2782619,2797606,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
0,LOC109110030,LOC109110030,2798757,2802373,-,sfrp2,NC_069737.1,38664.0,sfrp2,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
1,plrg1,plrg1,2830473,2839382,+,plrg1,NC_069737.1,6211759.0,plrg1,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
2,fgg,fgg,2841811,2845388,-,fgg,NC_069737.1,130352.0,fgg,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
3,LOC109053612,LOC109053612,2854249,2856021,+,lrata,NC_069737.1,157000.0,lrata,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
4,LOC109083472,LOC109083472,2860778,2862098,+,npy2r,NC_069737.1,181052.0,npy2r,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
5,LOC109080981,LOC109080981,2864359,2870339,-,map9,NC_069737.1,197160.0,map9,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
6,LOC109069221,LOC109069221,2882738,2890453,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
7,LOC109069220,LOC109069220,2891129,2915740,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
8,LOC109050032,LOC109050032,2917686,2919127,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
9,LOC122146654,LOC122146654,2938648,2942609,-,si:ch211-145b13.6,NC_069737.1,359007.0,si:ch211-145b13.6,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
10,LOC109079889,LOC109079889,2949299,2952736,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,sfrp2,gene
-10,LOC109106916,LOC109106916,20189796,20230318,+,pnpla8,NC_069718.1,21054428.0,pnpla8,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-9,LOC109066829,LOC109066829,20233240,20303649,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-8,cntn1a,cntn1a,20323001,20402324,+,cntn1a,NC_069718.1,20914145.0,cntn1a,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-7,LOC109064641,LOC109064641,20445369,20450322,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-6,LOC109050964,LOC109050964,20499253,20526343,+,LOC113530072,NC_069718.1,21083705.0,LOC113530072,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-5,LOC109104917,LOC109104917,20527162,20543117,-,LOC113529776,NC_069718.1,21097528.0,LOC113529776,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-4,aqp9a,aqp9a,20544292,20592744,-,aqp9a,NC_069718.1,21109198.0,aqp9a,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-3,LOC109071120,LOC109071120,20603305,20624231,-,LOC113529775,NC_069718.1,21119639.0,LOC113529775,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-2,LOC109106925,LOC109106925,20645379,20646692,+,pclaf,NC_069718.1,20262962.0,pclaf,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-1,zgc:114188,zgc:114188,20654495,20656924,+,zgc:114188,NC_069718.1,20226431.0,zgc:114188,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
0,srpk2,srpk2,20669645,20745348,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
1,LOC122135652,LOC122135652,20782194,20813715,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
2,acanb,acanb,20856057,20865074,+,acanb,NC_069716.1,22814724.0,acanb,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
3,LOC109050632,LOC109050632,20867781,20871284,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
4,LOC109112013,LOC109112013,20953415,20958697,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
5,LOC122135734,LOC122135734,20963308,20964539,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
6,nt5dc3,nt5dc3,20964789,20972394,+,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
7,parietopsin,parietopsin,20974463,20977519,+,LOC113531955,NC_069727.1,7280300.0,LOC113531955,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
8,cax2,cax2,20981398,20989768,-,cax2,NC_069716.1,24232309.0,cax2,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
9,LOC109065155,LOC109065155,20990283,20993661,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
10,LOC109050681,LOC109050681,21090431,21098988,-,,,,,W007,Cyprinus carpio,GCF_018340385.1,srpk2,gene
-10,ABVT39_014355,ABVT39_014355,11559421,11566149,-,gjb9b,NC_069732.1,11309522.0,gjb9b,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-9,ABVT39_027723,ABVT39_027723,11623530,11691455,-,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-8,ABVT39_006090,ABVT39_006090,11722100,11722372,-,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-7,ABVT39_011386,ABVT39_011386,11859730,11887797,-,LOC113536281,NC_069732.1,11095744.0,LOC113536281,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-6,ABVT39_013417,ABVT39_013417,11889684,12177770,+,csmd2,NC_069732.1,10929656.0,csmd2,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-5,ABVT39_019062,ABVT39_019062,12182102,12196840,+,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-4,ABVT39_025295,ABVT39_025295,12392328,12419877,-,angpt2b,NC_069732.1,10637815.0,angpt2b,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-3,ABVT39_001874,ABVT39_001874,12456898,12476748,+,col9a2,NC_069738.1,8931112.0,col9a2,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-2,ABVT39_007566,ABVT39_007566,12498454,12588773,-,col16a1,NC_069738.1,8994038.0,col16a1,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-1,ABVT39_014486,ABVT39_014486,12677108,12677383,+,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
0,ABVT39_025855,ABVT39_025855,12678918,12860928,-,adgrb2,NC_069738.1,9304836.0,adgrb2,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
1,ABVT39_003875,ABVT39_003875,12948146,12948408,-,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
2,ABVT39_010149,ABVT39_010149,13127137,13127741,-,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
3,ABVT39_016444,ABVT39_016444,13294985,13308122,+,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
4,ABVT39_001582,ABVT39_001582,13308142,13308913,+,,,,,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
5,ABVT39_009691,ABVT39_009691,13678205,13707971,-,ptp4a2b,NC_069732.1,10490343.0,ptp4a2b,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
6,ABVT39_012411,ABVT39_012411,13711569,13776356,-,col8a2,NC_069732.1,10527779.0,col8a2,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
7,ABVT39_011183,ABVT39_011183,13864795,13869563,-,trappc3,NC_069732.1,10607147.0,trappc3,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
8,ABVT39_021068,ABVT39_021068,13870490,13894301,+,smap2,NC_069738.1,8901934.0,smap2,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
9,ABVT39_027090,ABVT39_027090,13903933,13951094,-,rims3,NC_069738.1,5802422.0,rims3,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
10,ABVT39_013787,ABVT39_013787,13958372,13963509,-,nup42,NC_069718.1,793623.0,nup42,W008,Epinephelus coioides,GCA_051314025.1,adgrb2,gene
-10,ABVT39_018917,ABVT39_018917,22938854,22971767,-,kirrel3l,NC_069723.1,19127628.0,kirrel3l,W008,Epinephelus coioides,GCA_051314025.1,csnk2a1,gene
-9,ABVT39_021657,ABVT39_021657,23005375,23122337,+,nphs1,NC_069723.1,19339477.0,nphs1,W008,Epinephelus coioides,GCA_051314025.1,csnk2a1,gene
-8,ABVT39_006952,ABVT39_006952,23123041,23139135,-,,,,,W008,Epinephelus coioides,GCA_051314025.1,csnk2a1,gene
-7,ABVT39_009514,ABVT39_009514,23138324,23159869,+,,,,,W008,Epinephelus coioides,GCA_051314025.1,csnk2a1,gene
-6,ABVT39_015178,ABVT39_015178,23161586,23178853,+,,,,,W008,Epinephelus coioides,GCA_051314025.1,csnk2a1,gene
